case_id,label,window_construction,heating_setpoint_c,cooling_setpoint_c,chiller_cop,boiler_efficiency,lighting_primary_w_m2,lighting_secondary_w_m2,infiltration_multiplier,elevator_power_w,eps_thickness_cm,eps_conductivity_w_mk,site_energy_gj,eui_mj_m2,heating_gj,cooling_gj,lighting_gj,equipment_gj,fans_gj,pumps_gj,unmet_heating_hours,unmet_cooling_hours,ashrae55_discomfort_hours,comfort_violation_hours,glass_u_factor,glass_shgc,severe_errors,warnings
case_020cd717b3ca,"Kazan verimi=0.763648 | Chiller COP=5.28295W/W | Sogutma ayar noktasi=25.0011C | Asansor motoru gucu=1991.93W | EPS isil iletkenligi=0.02494W/mK | EPS kalinligi=7.51483cm | Isitma ayar noktasi=22.2201C | Sizdirmazlik carpani=1.03324 | Aydinlatma - ofis, salon, atolye=6.0404W/m2 | Aydinlatma - koridor, merdiven, WC=1.15873W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,22.220136,25.001146,5.282949,0.763648,6.040401,1.158733,1.033241,1991.929693,7.514831,0.02494,1682.14,396.15,25.1,1033.07,180.26,226.63,198.7,18.38,0.0,1.17,1318.17,52.0,1.943,0.591,0,25
case_0559bc60c952,"Kazan verimi=0.631792 | Chiller COP=6.64738W/W | Sogutma ayar noktasi=23.8312C | Asansor motoru gucu=4288.72W | EPS isil iletkenligi=0.023535W/mK | EPS kalinligi=8.56715cm | Isitma ayar noktasi=23.3312C | Sizdirmazlik carpani=0.531302 | Aydinlatma - ofis, salon, atolye=10.5138W/m2 | Aydinlatma - koridor, merdiven, WC=6.91998W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,23.331247,23.831247,6.64738,0.631792,10.513774,6.919979,0.531302,4288.716083,8.56715,0.023535,1591.48,374.8,158.07,623.13,376.98,252.97,163.33,17.0,0.0,0.0,967.67,0.0,1.682,0.353,0,25
case_080c559515bc,"Kazan verimi=0.915135 | Chiller COP=2.67653W/W | Sogutma ayar noktasi=25.1291C | Asansor motoru gucu=1283.05W | EPS isil iletkenligi=0.023348W/mK | EPS kalinligi=29.7538cm | Isitma ayar noktasi=20.4053C | Sizdirmazlik carpani=1.07978 | Aydinlatma - ofis, salon, atolye=2.22975W/m2 | Aydinlatma - koridor, merdiven, WC=4.53244W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,20.405321,25.129146,2.676535,0.915135,2.22975,4.532436,1.079778,1283.045005,29.753832,0.023348,2544.6,599.27,1.58,1997.88,119.46,218.5,192.56,14.63,0.0,1.67,1591.33,81.0,1.836,0.595,0,25
case_084c0c78d9ec,"Kazan verimi=0.976375 | Chiller COP=6.87479W/W | Sogutma ayar noktasi=24.6811C | Asansor motoru gucu=7861.49W | EPS isil iletkenligi=0.017682W/mK | EPS kalinligi=2.39355cm | Isitma ayar noktasi=16.8868C | Sizdirmazlik carpani=0.717451 | Aydinlatma - ofis, salon, atolye=14.5729W/m2 | Aydinlatma - koridor, merdiven, WC=6.4269W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,16.886802,24.681146,6.874786,0.976375,14.572946,6.4269,0.717451,7861.494911,2.393547,0.017682,1893.18,445.85,0.0,868.72,481.72,293.94,233.57,15.23,0.0,0.0,1591.0,542.0,2.673,0.606,0,25
case_0c239b4d73d6,"Kazan verimi=0.915428 | Chiller COP=4.07595W/W | Sogutma ayar noktasi=27.9579C | Asansor motoru gucu=3310.46W | EPS isil iletkenligi=0.01918W/mK | EPS kalinligi=5.51543cm | Isitma ayar noktasi=22.3312C | Sizdirmazlik carpani=0.341828 | Aydinlatma - ofis, salon, atolye=7.28301W/m2 | Aydinlatma - koridor, merdiven, WC=5.59645W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,22.331247,27.957946,4.075952,0.915428,7.283005,5.59645,0.341828,3310.455213,5.515426,0.01918,1588.23,374.04,2.47,929.18,271.49,241.75,134.38,8.97,0.0,0.0,4293.5,40811.0,1.739,0.476,0,25
case_0cc83f34517d,"Kazan verimi=0.608937 | Chiller COP=6.1226W/W | Sogutma ayar noktasi=28.0731C | Asansor motoru gucu=1311.4W | EPS isil iletkenligi=0.045216W/mK | EPS kalinligi=17.6171cm | Isitma ayar noktasi=21.6275C | Sizdirmazlik carpani=0.39169 | Aydinlatma - ofis, salon, atolye=10.0167W/m2 | Aydinlatma - koridor, merdiven, WC=2.40441W/m2",penc_std_4mm,21.627543,28.073146,6.122599,0.608937,10.016733,2.404408,0.39169,1311.400393,17.617091,0.045216,1437.75,338.6,5.65,750.74,305.16,218.82,145.14,12.25,0.0,0.0,4026.67,41904.0,2.718,0.731,0,30
case_0e2d8c395dd3,"Kazan verimi=0.702408 | Chiller COP=7.0847W/W | Sogutma ayar noktasi=25.4491C | Asansor motoru gucu=2913.48W | EPS isil iletkenligi=0.030653W/mK | EPS kalinligi=5.37512cm | Isitma ayar noktasi=15.8498C | Sizdirmazlik carpani=1.39557 | Aydinlatma - ofis, salon, atolye=7.61437W/m2 | Aydinlatma - koridor, merdiven, WC=6.73832W/m2",penc_std_4mm,15.849765,25.449146,7.084698,0.702408,7.614366,6.738318,1.395568,2913.479788,5.375117,0.030653,1522.75,358.62,0.0,770.33,295.28,237.2,205.77,14.17,0.0,3.0,2160.0,1492.0,2.718,0.731,0,25
case_0ecda2b75629,"Kazan verimi=0.737862 | Chiller COP=7.94184W/W | Sogutma ayar noktasi=27.0491C | Asansor motoru gucu=3239.57W | EPS isil iletkenligi=0.032104W/mK | EPS kalinligi=6.39236cm | Isitma ayar noktasi=18.8498C | Sizdirmazlik carpani=1.45873 | Aydinlatma - ofis, salon, atolye=8.69129W/m2 | Aydinlatma - koridor, merdiven, WC=7.1795W/m2",penc_std_4mm,18.849765,27.049146,7.941841,0.737862,8.691289,7.179495,1.458726,3239.566744,6.392358,0.032104,1354.76,319.05,1.68,598.07,330.44,240.93,171.31,12.32,0.0,2.83,3252.33,37096.0,2.718,0.731,0,25
case_0f1e776f82f3,"Kazan verimi=0.660507 | Chiller COP=5.00307W/W | Sogutma ayar noktasi=28.5851C | Asansor motoru gucu=2899.3W | EPS isil iletkenligi=0.042219W/mK | EPS kalinligi=11.4435cm | Isitma ayar noktasi=19.7387C | Sizdirmazlik carpani=1.13961 | Aydinlatma - ofis, salon, atolye=10.6795W/m2 | Aydinlatma - koridor, merdiven, WC=4.06531W/m2",penc_std_4mm,19.738654,28.585146,5.003065,0.660507,10.679455,4.065308,1.139612,2899.302094,11.443488,0.042219,1576.99,371.39,2.38,839.97,344.71,237.03,142.17,10.73,0.0,0.5,3595.67,40093.0,2.718,0.731,0,28
case_1026ab91ad51,"Kazan verimi=0.753978 | Chiller COP=7.22464W/W | Sogutma ayar noktasi=27.4971C | Asansor motoru gucu=6202.7W | EPS isil iletkenligi=0.02199W/mK | EPS kalinligi=3.41079cm | Isitma ayar noktasi=22.7757C | Sizdirmazlik carpani=1.34238 | Aydinlatma - ofis, salon, atolye=12.2534W/m2 | Aydinlatma - koridor, merdiven, WC=1.54801W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,22.775691,27.497146,7.22464,0.753978,12.253419,1.548007,1.342382,6202.704741,3.410788,0.02199,1511.14,355.88,107.06,593.66,355.33,274.92,162.56,17.6,0.0,1.17,3200.5,35158.0,2.673,0.606,0,25
case_138dd6be0d24,"Kazan verimi=0.809065 | Chiller COP=2.22172W/W | Sogutma ayar noktasi=22.8379C | Asansor motoru gucu=2332.19W | EPS isil iletkenligi=0.059825W/mK | EPS kalinligi=2.42862cm | Isitma ayar noktasi=21.3312C | Sizdirmazlik carpani=1.35235 | Aydinlatma - ofis, salon, atolye=4.05224W/m2 | Aydinlatma - koridor, merdiven, WC=4.27292W/m2",penc_std_4mm,21.331247,22.837946,2.221724,0.809065,4.052236,4.27292,1.352355,2332.194344,2.428624,0.059825,3734.72,879.55,63.63,2964.98,166.0,230.53,283.39,26.18,0.0,4.5,361.0,0.0,2.718,0.731,1,25
case_13a69486ba26,"Kazan verimi=0.979598 | Chiller COP=3.16633W/W | Sogutma ayar noktasi=25.3851C | Asansor motoru gucu=2247.13W | EPS isil iletkenligi=0.039315W/mK | EPS kalinligi=9.40901cm | Isitma ayar noktasi=22.7387C | Sizdirmazlik carpani=1.0133 | Aydinlatma - ofis, salon, atolye=8.52561W/m2 | Aydinlatma - koridor, merdiven, WC=3.18296W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,22.738654,25.385146,3.166331,0.979598,8.525608,3.182955,1.013296,2247.128181,9.409005,0.039315,1706.57,401.91,76.88,982.54,274.38,229.55,129.25,13.96,0.0,0.0,1076.5,27.0,1.682,0.353,2,25
case_13e83027aa94,"Kazan verimi=0.934474 | Chiller COP=5.6328W/W | Sogutma ayar noktasi=27.8171C | Asansor motoru gucu=7847.32W | EPS isil iletkenligi=0.029248W/mK | EPS kalinligi=8.497cm | Isitma ayar noktasi=18.109C | Sizdirmazlik carpani=0.458172 | Aydinlatma - ofis, salon, atolye=3.72087W/m2 | Aydinlatma - koridor, merdiven, WC=3.75389W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,18.109025,27.817146,5.632803,0.934474,3.720875,3.753889,0.458172,7847.317217,8.496995,0.029248,1392.26,327.89,0.0,799.29,150.24,293.78,138.82,10.13,0.0,0.0,4167.83,42782.0,1.836,0.595,0,25
case_142bf51dff80,"Kazan verimi=0.72497 | Chiller COP=6.75234W/W | Sogutma ayar noktasi=28.8411C | Asansor motoru gucu=5564.71W | EPS isil iletkenligi=0.05252W/mK | EPS kalinligi=24.7729cm | Isitma ayar noktasi=20.8868C | Sizdirmazlik carpani=1.47202 | Aydinlatma - ofis, salon, atolye=7.03448W/m2 | Aydinlatma - koridor, merdiven, WC=3.33866W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,20.886802,28.841146,6.752337,0.72497,7.034484,3.338664,1.472022,5564.708521,24.772857,0.05252,1221.69,287.72,8.04,568.25,235.58,267.6,131.31,10.91,0.0,0.83,3752.5,39804.0,1.943,0.591,0,25
case_15aa72c2f857,"Kazan verimi=0.695962 | Chiller COP=5.86021W/W | Sogutma ayar noktasi=22.1851C | Asansor motoru gucu=3225.39W | EPS isil iletkenligi=0.04367W/mK | EPS kalinligi=12.4607cm | Isitma ayar noktasi=21.072C | Sizdirmazlik carpani=1.20277 | Aydinlatma - ofis, salon, atolye=11.7564W/m2 | Aydinlatma - koridor, merdiven, WC=4.50648W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,21.071988,22.185146,5.860208,0.695962,11.756378,4.506484,1.20277,3225.389051,12.460729,0.04367,2019.95,475.71,12.63,1092.92,379.87,240.77,272.23,21.53,0.0,6.5,207.17,0.0,0.892,0.452,3,25
case_15b8b6b6aabe,"Kazan verimi=0.712077 | Chiller COP=5.14301W/W | Sogutma ayar noktasi=22.6331C | Asansor motoru gucu=6188.53W | EPS isil iletkenligi=0.033603W/mK | EPS kalinligi=9.47916cm | Isitma ayar noktasi=15.2942C | Sizdirmazlik carpani=1.08643 | Aydinlatma - ofis, salon, atolye=1.31851W/m2 | Aydinlatma - koridor, merdiven, WC=6.34905W/m2",penc_std_4mm,15.29421,22.633146,5.143007,0.712077,1.318508,6.349045,1.086427,6188.527047,9.479159,0.033603,1965.15,462.81,0.0,1270.09,117.94,274.76,283.78,18.59,0.0,3.17,1077.33,2243.0,2.718,0.731,0,25
case_16deb98981a9,"Kazan verimi=0.767164 | Chiller COP=6.14009W/W | Sogutma ayar noktasi=26.6011C | Asansor motoru gucu=2318.02W | EPS isil iletkenligi=0.026391W/mK | EPS kalinligi=8.53207cm | Isitma ayar noktasi=16.2201C | Sizdirmazlik carpani=1.0964 | Aydinlatma - ofis, salon, atolye=7.11732W/m2 | Aydinlatma - koridor, merdiven, WC=1.59991W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,16.220136,26.601146,6.140092,0.767164,7.117324,1.59991,1.096399,2318.01665,8.532073,0.026391,1301.86,306.6,0.0,702.54,215.43,230.37,143.09,10.44,0.0,1.67,3127.17,38069.0,0.892,0.452,0,25
case_1d176b1e33c9,"Kazan verimi=0.699478 | Chiller COP=5.6503W/W | Sogutma ayar noktasi=26.0379C | Asansor motoru gucu=1353.93W | EPS isil iletkenligi=0.055471W/mK | EPS kalinligi=28.8769cm | Isitma ayar noktasi=22.9979C | Sizdirmazlik carpani=1.16288 | Aydinlatma - ofis, salon, atolye=14.7386W/m2 | Aydinlatma - koridor, merdiven, WC=2.94939W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,22.997913,26.037946,5.650296,0.699478,14.738626,2.949391,1.162881,1353.933474,28.8769,0.055471,1764.66,415.59,59.73,844.85,441.42,219.31,182.78,16.58,0.0,0.5,2020.5,31820.0,1.739,0.476,1,25
case_1d8a6948f03a,"Kazan verimi=0.831333 | Chiller COP=5.77274W/W | Sogutma ayar noktasi=23.7211C | Asansor motoru gucu=2956.01W | EPS isil iletkenligi=0.040908W/mK | EPS kalinligi=16.6349cm | Isitma ayar noktasi=15.4424C | Sizdirmazlik carpani=0.966759 | Aydinlatma - ofis, salon, atolye=12.3363W/m2 | Aydinlatma - koridor, merdiven, WC=7.2833W/m2 | Cam tipi=penc_lowe_4mm",penc_lowe_4mm,15.442358,23.721146,5.772745,0.831333,12.336259,7.283301,0.966759,2956.012869,16.634926,0.040908,2093.94,493.14,0.0,1152.3,431.54,237.68,254.09,18.33,0.0,1.5,403.5,47.0,1.943,0.591,0,25
case_1fb5368d686a,"Kazan verimi=0.734932 | Chiller COP=6.50744W/W | Sogutma ayar noktasi=27.6379C | Asansor motoru gucu=1680.02W | EPS isil iletkenligi=0.056922W/mK | EPS kalinligi=29.8941cm | Isitma ayar noktasi=16.9979C | Sizdirmazlik carpani=1.22604 | Aydinlatma - ofis, salon, atolye=1.81555W/m2 | Aydinlatma - koridor, merdiven, WC=3.39057W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,16.997913,27.637946,6.507439,0.734932,1.815549,3.390567,1.226039,1680.020431,29.894142,0.056922,710.53,167.33,2.12,299.95,93.4,223.05,87.3,4.71,0.0,0.0,3622.5,35869.0,1.682,0.353,0,23
case_213a64304dfc,"Kazan verimi=0.82811 | Chiller COP=2.93892W/W | Sogutma ayar noktasi=22.6971C | Asansor motoru gucu=6854.88W | EPS isil iletkenligi=0.024893W/mK | EPS kalinligi=5.44527cm | Isitma ayar noktasi=19.7757C | Sizdirmazlik carpani=1.4687 | Aydinlatma - ofis, salon, atolye=14.4073W/m2 | Aydinlatma - koridor, merdiven, WC=2.43036W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,19.775691,22.697146,2.938925,0.82811,14.407265,2.43036,1.468698,6854.878654,5.445271,0.024893,3125.14,735.99,1.55,2137.04,425.66,282.4,260.43,18.05,0.0,6.0,351.17,332.0,0.892,0.452,0,25
case_238ee97ee3f8,"Kazan verimi=0.879681 | Chiller COP=7.81939W/W | Sogutma ayar noktasi=23.5291C | Asansor motoru gucu=956.958W | EPS isil iletkenligi=0.021896W/mK | EPS kalinligi=28.7366cm | Isitma ayar noktasi=17.4053C | Sizdirmazlik carpani=1.01662 | Aydinlatma - ofis, salon, atolye=1.06999W/m2 | Aydinlatma - koridor, merdiven, WC=4.09126W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,17.405321,23.529146,7.819392,0.879681,1.069987,4.091259,1.01662,956.958049,28.736591,0.021896,1163.35,273.97,0.01,654.59,82.03,214.76,198.17,13.79,0.0,3.5,821.5,533.0,0.892,0.452,0,25
case_245375dc641e,"Kazan verimi=0.61216 | Chiller COP=3.67362W/W | Sogutma ayar noktasi=28.7771C | Asansor motoru gucu=4898.36W | EPS isil iletkenligi=0.016183W/mK | EPS kalinligi=28.8067cm | Isitma ayar noktasi=17.7757C | Sizdirmazlik carpani=1.08975 | Aydinlatma - ofis, salon, atolye=7.94573W/m2 | Aydinlatma - koridor, merdiven, WC=7.25735W/m2 | Cam tipi=penc_renk_6mm",penc_renk_6mm,17.775691,28.777146,3.673619,0.61216,7.945727,7.257349,1.089751,4898.356915,28.806746,0.016183,1707.43,402.11,0.17,991.2,311.04,259.96,136.82,8.24,0.0,0.0,3495.0,38650.0,2.673,0.606,1,25
case_248da6ce8dd7,"Kazan verimi=0.654061 | Chiller COP=5.03805W/W | Sogutma ayar noktasi=25.6411C | Asansor motoru gucu=4912.53W | EPS isil iletkenligi=0.049617W/mK | EPS kalinligi=22.7384cm | Isitma ayar noktasi=17.4424C | Sizdirmazlik carpani=1.34571 | Aydinlatma - ofis, salon, atolye=4.88064W/m2 | Aydinlatma - koridor, merdiven, WC=2.45631W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,17.442358,25.641146,5.038051,0.654061,4.880638,2.456311,1.345706,4912.534608,22.738375,0.049617,1653.62,389.44,0.06,1029.12,165.25,260.12,185.92,13.15,0.0,2.33,2499.17,810.0,1.836,0.595,0,25
case_27786261ac74,"Kazan verimi=0.744309 | Chiller COP=2.32668W/W | Sogutma ayar noktasi=29.9931C | Asansor motoru gucu=2927.66W | EPS isil iletkenligi=0.01904W/mK | EPS kalinligi=28.7717cm | Isitma ayar noktasi=20.9609C | Sizdirmazlik carpani=0.451523 | Aydinlatma - ofis, salon, atolye=4.54928W/m2 | Aydinlatma - koridor, merdiven, WC=1.93728W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,20.960876,29.993146,2.326681,0.744309,4.549277,1.93728,0.451523,2927.657482,28.771668,0.01904,1174.15,276.52,16.51,700.47,149.49,237.36,63.98,6.35,0.0,0.0,3377.17,35300.0,1.682,0.353,0,28
case_29ff699dd322,"Kazan verimi=0.863565 | Chiller COP=3.79607W/W | Sogutma ayar noktasi=24.6171C | Asansor motoru gucu=7180.97W | EPS isil iletkenligi=0.026345W/mK | EPS kalinligi=6.46251cm | Isitma ayar noktasi=21.109C | Sizdirmazlik carpani=0.331856 | Aydinlatma - ofis, salon, atolye=1.48419W/m2 | Aydinlatma - koridor, merdiven, WC=2.87154W/m2 | Cam tipi=penc_lowe_argon_4mm",penc_lowe_argon_4mm,21.109025,24.617146,3.796068,0.863565,1.484188,2.871536,0.331856,7180.96561,6.462513,0.026345,2044.12,481.4,0.25,1470.71,77.64,286.14,195.47,13.92,0.0,0.0,3254.5,19.0,1.836,0.595,2,25
case_2c45d879a232,"Kazan verimi=0.905466 | Chiller COP=5.1605W/W | Sogutma ayar noktasi=29.1611C | Asansor motoru gucu=7195.14W | EPS isil iletkenligi=0.059779W/mK | EPS kalinligi=29.8591cm | Isitma ayar noktasi=18.8868C | Sizdirmazlik carpani=0.587812 | Aydinlatma - ofis, salon, atolye=12.4191W/m2 | Aydinlatma - koridor, merdiven, WC=5.54455W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,18.886802,29.161146,5.1605,0.905466,12.4191,5.544547,0.587812,7195.143304,29.859064,0.059779,1618.7,381.21,0.0,795.47,411.39,286.3,116.26,9.27,0.0,0.0,4302.5,48538.0,0.892,0.452,0,25
case_2cdbfd417090,"Kazan verimi=0.789433 | Chiller COP=4.53076W/W | Sogutma ayar noktasi=26.8571C | Asansor motoru gucu=2941.84W | EPS isil iletkenligi=0.052474W/mK | EPS kalinligi=22.7033cm | Isitma ayar noktasi=19.6275C | Sizdirmazlik carpani=0.710803 | Aydinlatma - ofis, salon, atolye=1.40135W/m2 | Aydinlatma - koridor, merdiven, WC=4.61029W/m2 | Cam tipi=penc_snerji_4mm",penc_snerji_4mm,19.627543,26.857146,4.530762,0.789433,1.401348,4.610291,0.710803,2941.835175,22.703297,0.052474,1303.12,306.89,0.35,815.22,97.79,237.52,143.6,8.64,0.0,0.0,3182.5,34133.0,1.739,0.476,0,25
case_2ceb0f4a5d45,"Kazan verimi=0.944436 | Chiller COP=4.54826W/W | Sogutma ayar noktasi=25.0779C | Asansor motoru gucu=3948.45W | EPS isil iletkenligi=0.033696W/mK | EPS kalinligi=13.6183cm | Isitma ayar noktasi=21.5535C | Sizdirmazlik carpani=1.41219 | Aydinlatma - ofis, salon, atolye=12.5019W/m2 | Aydinlatma - koridor, merdiven, WC=3.80579W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,21.553469,25.077946,4.548255,0.944436,12.50194,3.805792,1.412188,3948.451433,13.61828,0.033696,1598.01,376.34,47.7,748.95,391.24,249.07,146.95,14.1,0.0,0.0,458.67,3.0,1.682,0.353,0,25
case_2fd5f75f20c0,"Kazan verimi=0.721747 | Chiller COP=3.91852W/W | Sogutma ayar noktasi=28.1371C | Asansor motoru gucu=1977.75W | EPS isil iletkenligi=0.036553W/mK | EPS kalinligi=13.5832cm | Isitma ayar noktasi=17.109C | Sizdirmazlik carpani=0.777285 | Aydinlatma - ofis, salon, atolye=9.10549W/m2 | Aydinlatma - koridor, merdiven, WC=5.95977W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,17.109025,28.137146,3.918517,0.721747,9.10549,5.959772,0.777285,1977.752,13.583202,0.036553,1742.04,410.26,0.0,1055.01,326.05,226.46,124.84,9.68,0.0,0.83,4168.67,45206.0,0.892,0.452,0,25
case_3136472f1886,"Kazan verimi=0.944143 | Chiller COP=2.30919W/W | Sogutma ayar noktasi=23.7851C | Asansor motoru gucu=1921.04W | EPS isil iletkenligi=0.037864W/mK | EPS kalinligi=8.39176cm | Isitma ayar noktasi=18.7387C | Sizdirmazlik carpani=0.950138 | Aydinlatma - ofis, salon, atolye=7.44869W/m2 | Aydinlatma - koridor, merdiven, WC=2.74178W/m2 | Cam tipi=penc_triple_lowe_4mm",penc_triple_lowe_4mm,18.738654,23.785146,2.309188,0.944143,7.448685,2.741778,0.950138,1921.041225,8.391764,0.037864,3025.36,712.49,0.02,2342.53,239.22,225.81,203.15,14.62,0.0,2.67,591.83,112.0,0.892,0.452,5,25
case_339536ecbc15,"Kazan verimi=0.802325 | Chiller COP=4.88062W/W | Sogutma ayar noktasi=25.0651C | Asansor motoru gucu=616.693W | EPS isil iletkenligi=0.032057W/mK | EPS kalinligi=4.3228cm | Isitma ayar noktasi=23.7387C | Sizdirmazlik carpani=0.697507 | Aydinlatma - ofis, salon, atolye=3.14099W/m2 | Aydinlatma - koridor, merdiven, WC=0.977073W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,23.738654,25.065146,4.880616,0.802325,3.140993,0.977073,0.697507,616.693399,4.322798,0.032057,1218.06,286.86,167.38,604.93,98.57,210.85,120.18,16.16,0.0,0.0,987.5,3.0,1.682,0.353,0,25
case_353809add3d6,"Kazan verimi=0.824887 | Chiller COP=5.3879W/W | Sogutma ayar noktasi=28.4571C | Asansor motoru gucu=3267.92W | EPS isil iletkenligi=0.053925W/mK | EPS kalinligi=23.7205cm | Isitma ayar noktasi=23.6275C | Sizdirmazlik carpani=0.773961 | Aydinlatma - ofis, salon, atolye=2.56111W/m2 | Aydinlatma - koridor, merdiven, WC=5.05147W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,23.627543,28.457146,5.387905,0.824887,2.561111,5.051467,0.773961,3267.922132,23.720539,0.053925,947.7,223.19,127.89,351.43,135.22,241.26,81.59,10.31,0.0,0.0,2996.67,33803.0,1.682,0.353,0,23
case_37db7c55349c,"Kazan verimi=0.802618 | Chiller COP=6.99723W/W | Sogutma ayar noktasi=28.2011C | Asansor motoru gucu=2644.1W | EPS isil iletkenligi=0.027843W/mK | EPS kalinligi=9.54931cm | Isitma ayar noktasi=19.2201C | Sizdirmazlik carpani=1.15956 | Aydinlatma - ofis, salon, atolye=8.19425W/m2 | Aydinlatma - koridor, merdiven, WC=2.04109W/m2 | Cam tipi=penc_cont_6_4mm",penc_cont_6_4mm,19.220136,28.201146,6.997235,0.802618,8.194247,2.041086,1.159557,2644.103606,9.549314,0.027843,890.91,209.82,9.99,300.05,250.59,234.11,89.02,7.16,0.0,0.0,3258.67,35794.0,1.682,0.353,0,28
