Hourly,TZ_ASNSR:Zone Air Relative Humidity[%],TZ_ATOLYE:Zone Air Relative Humidity[%],TZ_KONFSALON:Zone Air Relative Humidity[%],TZ_KORIDOR:Zone Air Relative Humidity[%],TZ_MECODA:Zone Air Relative Humidity[%],TZ_MERDVN:Zone Air Relative Humidity[%],TZ_ODA:Zone Air Relative Humidity[%],TZ_WC:Zone Air Relative Humidity[%],TZ_ASNSR:Zone Air Temperature[C],TZ_ATOLYE:Zone Air Temperature[C],TZ_KONFSALON:Zone Air Temperature[C],TZ_KORIDOR:Zone Air Temperature[C],TZ_MECODA:Zone Air Temperature[C],TZ_MERDVN:Zone Air Temperature[C],TZ_ODA:Zone Air Temperature[C],TZ_WC:Zone Air Temperature[C]
2006-Apr-20 05:00:00,52.686011695657164,40.86865291957356,41.69222377509427,45.27643105685873,39.478745141002854,33.685501211362464,42.36382210297079,31.089871239817388,16.34527284927314,23.009223589695598,22.491451507870597,22.772757049184033,21.657075071823275,23.359231503090967,22.515124846113746,23.789848294803353
2006-Apr-20 06:00:00,52.1454170106681,40.94887457182123,41.439057546427584,45.315793326297516,39.51222053539642,33.87295144379175,42.53586272571704,31.27609800558223,16.451760537359664,22.851358502716163,22.450558674261234,22.635581667328314,21.58745262364063,23.267990108320205,22.333240036948258,23.699077746385537
2006-Apr-20 07:00:00,50.514817024812125,40.94227172903604,41.4152452280023,45.071474433858945,39.80910642089601,33.88853906022609,42.43699199146091,31.34732232523947,16.929376351957472,22.714684210700796,22.30376076688485,22.58617505392236,21.405951917013198,23.26477713047508,22.243510692860216,23.675218519569768
2006-Apr-20 08:00:00,55.995427735464496,39.58469652676089,41.58524642033923,42.75985325365168,40.877133789101684,32.824909252134,40.010352164111026,30.852958093061016,15.431372536671395,23.04179120728538,22.000009300380565,23.213603489415988,20.86120965042143,23.804047834796265,22.988135172277367,23.969473766016254
2006-Apr-20 09:00:00,54.46437483235841,38.424155782123044,38.71411248559596,41.56117539452672,40.66866824630275,32.719298881942414,38.57067229439266,30.98128381772288,17.763344698077344,23.986597628492163,23.686255840981712,23.994060052507947,21.111959069877845,23.999988651538956,23.991888635458313,23.999969336058133
2006-Apr-20 10:00:00,54.19847198211543,41.42788004242906,41.4212513293448,44.214838727213525,41.90361942306626,33.45913300383103,41.3587085237045,31.373780593443026,18.143372985909412,23.999905977399553,23.99999379969152,23.999960605137954,21.256514717693555,23.999990609682317,23.99987150281534,23.999926116253093
2006-Apr-20 11:00:00,44.68978713305535,42.85591359650537,42.989864763257685,46.0057234855071,41.14954336416104,33.56536791565873,42.71511832557184,31.534573074756338,17.959761493907966,23.99989628139896,23.99999070480307,23.999899514122934,21.360046424780283,23.99999193581911,23.999870612477803,23.999880320562912
2006-Apr-20 12:00:00,40.08540486452869,42.482466048480745,42.543085258186814,46.36040808236361,38.513667462770634,33.048860127681365,42.396497007977274,31.42490553419189,18.138328129603483,23.99983761157606,23.999967136635565,23.999809891753955,21.620818316483167,23.99995670906442,23.999725274709245,23.999812492224113
2006-Apr-20 13:00:00,41.85882265049087,41.65288235373329,41.60212055737967,45.90591144898022,37.04316494310977,32.74062003304866,41.64040835281828,31.360110552987265,18.398201535681178,23.999821716007688,23.99999945693227,23.99981977269567,21.82344545301903,23.999987139440037,23.999668082835296,23.999673860597657
2006-Apr-20 14:00:00,40.9814627803435,41.21735106447479,41.17154708121029,45.6938483324714,35.38788767878102,32.52269381626247,41.225509537932616,31.315737918392262,18.717220210884875,23.998904233266032,23.99993533768217,23.999043376362142,22.24652349272404,23.999850551602236,23.998725865731142,23.99916616797297
